NodeLabel                           	NodeId	  Des1	  Des2	         RelTime	        CI_Lower	        CI_Upper	            Rate	Data Coverage
Acorus americanus                   	     1	     -	     -	               -	               -	               -	        7.142666	            -
Allamanda cathartica                	     2	     -	     -	               -	               -	               -	       15.013911	            -
Amborella trichopoda                	     3	     -	     -	               -	               -	               -	        2.675829	            -
Angiopteris evecta                  	     4	     -	     -	               -	               -	               -	        1.323135	            -
Anomodon attenuatus                 	     5	     -	     -	               -	               -	               -	        2.208555	            -
Aquilegia formosa                   	     6	     -	     -	               -	               -	               -	        9.081735	            -
Arabidopsis thaliana                	     7	     -	     -	               -	               -	               -	       26.017911	            -
Bazzania trilobata                  	     8	     -	     -	               -	               -	               -	        1.259074	            -
Boehmeria nivea                     	     9	     -	     -	               -	               -	               -	       14.556331	            -
Brachypodium distachyon             	    10	     -	     -	               -	               -	               -	       23.157879	            -
Bryum argenteum                     	    11	     -	     -	               -	               -	               -	        4.650104	            -
Carica papaya                       	    12	     -	     -	               -	               -	               -	       10.271801	            -
Catharanthus roseus                 	    13	     -	     -	               -	               -	               -	       16.922949	            -
Cedrus libani                       	    14	     -	     -	               -	               -	               -	        1.069087	            -
Ceratodon purpureus                 	    15	     -	     -	               -	               -	               -	        1.935917	            -
Chaetosphaeridium globosum          	    16	     -	     -	               -	               -	               -	        0.968537	            -
Chara vulgaris                      	    17	     -	     -	               -	               -	               -	        1.395589	            -
Chlorokybus atmophyticus            	    18	     -	     -	               -	               -	               -	        0.979817	            -
Colchicum autumnale                 	    19	     -	     -	               -	               -	               -	        7.439545	            -
Coleochaete irregularis             	    20	     -	     -	               -	               -	               -	        1.006881	            -
Coleochaete scutata                 	    21	     -	     -	               -	               -	               -	        1.136851	            -
Cunninghamia lanceolata             	    22	     -	     -	               -	               -	               -	        0.965253	            -
Alsophila spinulosa                 	    23	     -	     -	               -	               -	               -	        1.614798	            -
Cycas micholitzii                   	    24	     -	     -	               -	               -	               -	        1.018163	            -
Cycas rumphii                       	    25	     -	     -	               -	               -	               -	        1.413847	            -
Cylindrocystis brebissonii          	    26	     -	     -	               -	               -	               -	        1.088275	            -
Cylindrocystis cushleckae           	    27	     -	     -	               -	               -	               -	        0.737773	            -
Dendrolycopodium obscurum           	    28	     -	     -	               -	               -	               -	        0.866157	            -
Dioscorea villosa                   	    29	     -	     -	               -	               -	               -	        9.238900	            -
Diospyros malabarica                	    30	     -	     -	               -	               -	               -	       10.693149	            -
Entransia fimbriata                 	    31	     -	     -	               -	               -	               -	        0.998891	            -
Ephedra sinica                      	    32	     -	     -	               -	               -	               -	        7.627608	            -
Equisetum diffusum                  	    33	     -	     -	               -	               -	               -	        1.997546	            -
Eschscholzia californica            	    34	     -	     -	               -	               -	               -	        7.397128	            -
Rosulabryum cf capillare            	    35	     -	     -	               -	               -	               -	        3.399325	            -
Ginkgo biloba                       	    36	     -	     -	               -	               -	               -	        1.202149	            -
Gnetum montanum                     	    37	     -	     -	               -	               -	               -	        5.061737	            -
Hedwigia ciliata                    	    38	     -	     -	               -	               -	               -	        2.482536	            -
Hibiscus cannabinus                 	    39	     -	     -	               -	               -	               -	       13.306855	            -
Uronema sp                          	    40	     -	     -	               -	               -	               -	        1.000000	            -
Houttuynia cordata                  	    41	     -	     -	               -	               -	               -	        9.643112	            -
Huperzia squarrosa                  	    42	     -	     -	               -	               -	               -	        1.446390	            -
Inula helenium                      	    43	     -	     -	               -	               -	               -	       14.329186	            -
Ipomoea purpurea                    	    44	     -	     -	               -	               -	               -	       17.238314	            -
Juniperus scopulorum                	    45	     -	     -	               -	               -	               -	        4.034161	            -
Kadsura heteroclita                 	    46	     -	     -	               -	               -	               -	        2.603653	            -
Klebsormidium subtile               	    47	     -	     -	               -	               -	               -	        0.918571	            -
Kochia scoparia                     	    48	     -	     -	               -	               -	               -	       16.741573	            -
Larrea tridentata                   	    49	     -	     -	               -	               -	               -	       15.097110	            -
Leucodon brachypus                  	    50	     -	     -	               -	               -	               -	        4.537466	            -
Liriodendron tulipifera             	    51	     -	     -	               -	               -	               -	        4.026935	            -
Marchantia emarginata               	    52	     -	     -	               -	               -	               -	        1.082598	            -
Marchantia polymorpha               	    53	     -	     -	               -	               -	               -	        1.887181	            -
Medicago truncatula                 	    54	     -	     -	               -	               -	               -	       25.499453	            -
Nothoceros vincentianus             	    55	     -	     -	               -	               -	               -	        2.261405	            -
Mesostigma viride                   	    56	     -	     -	               -	               -	               -	        0.698840	            -
Mesotaenium endlicherianum          	    57	     -	     -	               -	               -	               -	        0.725220	            -
Metzgeria crassipilis               	    58	     -	     -	               -	               -	               -	        1.793541	            -
Monomastix opisthostigma            	    59	     -	     -	               -	               -	               -	        1.000000	            -
Mougeotia sp                        	    60	     -	     -	               -	               -	               -	        1.522987	            -
Nephroselmis pyriformis             	    61	     -	     -	               -	               -	               -	        1.000000	            -
Netrium digitus                     	    62	     -	     -	               -	               -	               -	        1.178042	            -
Nothoceros aenigmaticus             	    63	     -	     -	               -	               -	               -	        1.259766	            -
Nuphar advena                       	    64	     -	     -	               -	               -	               -	        3.687968	            -
Ophioglossum petiolatum             	    65	     -	     -	               -	               -	               -	        2.245572	            -
Oryza sativa                        	    66	     -	     -	               -	               -	               -	       23.942189	            -
Penium margaritaceum                	    67	     -	     -	               -	               -	               -	        0.934633	            -
Persea americana                    	    68	     -	     -	               -	               -	               -	        3.998763	            -
Physcomitrella patens               	    69	     -	     -	               -	               -	               -	        1.709274	            -
Pinus taeda                         	    70	     -	     -	               -	               -	               -	        1.586961	            -
Podophyllum peltatum                	    71	     -	     -	               -	               -	               -	        5.823080	            -
Polytrichum commune                 	    72	     -	     -	               -	               -	               -	        1.688350	            -
Populus trichocarpa                 	    73	     -	     -	               -	               -	               -	       10.075356	            -
Prumnopitys andina                  	    74	     -	     -	               -	               -	               -	        2.352805	            -
